Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
§ 193 BGB;BGB;ff;Arbeit;VII. Form und Frist – Form §§ 23, 92 „schriftlich“ → Telefax (+) – Frist § 93 I 1 = 1 Monat Schwerpunkt (SP) Zulässigkeit Ammar Bustami 28 Fall 1a Lösungsskizze – S. 2: Zustellung hier 1.4.2019 – Ende: 1.5.2019, 24 Uhr (§§ 187 ff. BGB) – Aber: 1.5. = Feiertag (Tag der Arbeit) – § 193 BGB: Fristende am 2.5.2019, 24 Uhr – Frist (+) VIII. Ergebnis: Zulässigkeit (+) B. Begründetheit Verletzung Kunstfreiheit Art. 5 III 1 GG (Bearbeitungshinweis) – BVerfG ≠ Superrevisionsinstanz!;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;72249;72258
Art. 5 III 1 GG;GG;ff;Kunstfreiheit;VII. Form und Frist – Form §§ 23, 92 „schriftlich“ → Telefax (+) – Frist § 93 I 1 = 1 Monat Schwerpunkt (SP) Zulässigkeit Ammar Bustami 28 Fall 1a Lösungsskizze – S. 2: Zustellung hier 1.4.2019 – Ende: 1.5.2019, 24 Uhr (§§ 187 ff. BGB) – Aber: 1.5. = Feiertag (Tag der Arbeit) – § 193 BGB: Fristende am 2.5.2019, 24 Uhr – Frist (+) VIII. Ergebnis: Zulässigkeit (+) B. Begründetheit Verletzung Kunstfreiheit Art. 5 III 1 GG (Bearbeitungshinweis) – BVerfG ≠ Superrevisionsinstanz!;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;72377;72392
Art. 20 I, II, III, 79 III GG;GG;dient;FDGO;– nur kollidierendes Verfassungsrecht hier: Schutz der freiheitlich-demokratischen Grundordnung (FDGO) (Art. 20 I, II, III, 79 III GG) 2. Verfassungsmäßigkeit der Rechtsgrundlage kurz (+) Bearbeitungshinweis → dient auch kollidierendem VerfR 1 Satz!;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;73411;73440
§ 90 I BVerfGG;BVerfGG;muss;Verbindung;Gemäß Art. 93 I Nr. 4 a GG in Verbindung mit § 90 I BVerfGG muss es sich um einen Akt der öffentlichen Gewalt handeln.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;77189;77203
Art. 1 III GG;GG;sind;Gesetzgebung;Unter der öffentlichen Gewalt, die durch die Grundrechte gebunden wird, sind gemäß Art. 1 III GG die Gesetzgebung, vollziehende Gewalt und Rechtsprechung zu verstehen.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;77346;77359
§ 90a StGB;StGB;ist;Verfassungsmäßigkeit;Beispiel: Verfassungsmäßigkeit der Rechtsgrundlage Von der formellen und materiellen Verfassungsmäßigkeit des § 90a StGB ist auszugehen.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;78363;78373
Art. 5 III GG;GG;findet;Wortlaut;Im Wortlaut des Art. 5 III GG findet sich keine Formulierung eines Gesetzesvorbehalts, sodass es sich um ein vorbehaltlos gewährleistetes Grundrecht handeln könnte.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;81479;81492
Art. 5 II GG;GG;könnte;Gesetzesvorbehalt;[1. Ansicht] Andererseits könnte der qualifizierte Gesetzesvorbehalt des Art. 5 II GG auch auf die Kunstfreiheit anwendbar sein.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;81701;81713
Art. 5 II GG;GG;steht;Schranken;[2. Ansicht] Die Anwendung der Schranken aus Art. 5 II GG steht jedoch im Widerspruch zu der Systematik des Art. 5 GG. Dieser trennt die Gewährleistungsbereiche in einzelne Absätze, sodass Art. 5 III GG als speziellere Norm zu Art. 5 I GG zu lesen ist und damit die für den ersten Absatz geltenden Schranken aus Art. 5 II GG nicht für Art. 5 III GG gelten.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;81958;81970
Art. 5 GG;GG;trennt;Systematik;[2. Ansicht] Die Anwendung der Schranken aus Art. 5 II GG steht jedoch im Widerspruch zu der Systematik des Art. 5 GG. Dieser trennt die Gewährleistungsbereiche in einzelne Absätze, sodass Art. 5 III GG als speziellere Norm zu Art. 5 I GG zu lesen ist und damit die für den ersten Absatz geltenden Schranken aus Art. 5 II GG nicht für Art. 5 III GG gelten.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82021;82030
Art. 5 III GG;GG;lesen;Absätze;[2. Ansicht] Die Anwendung der Schranken aus Art. 5 II GG steht jedoch im Widerspruch zu der Systematik des Art. 5 GG. Dieser trennt die Gewährleistungsbereiche in einzelne Absätze, sodass Art. 5 III GG als speziellere Norm zu Art. 5 I GG zu lesen ist und damit die für den ersten Absatz geltenden Schranken aus Art. 5 II GG nicht für Art. 5 III GG gelten.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82102;82115
Art. 5 I GG;GG;lesen;Norm;[2. Ansicht] Die Anwendung der Schranken aus Art. 5 II GG steht jedoch im Widerspruch zu der Systematik des Art. 5 GG. Dieser trennt die Gewährleistungsbereiche in einzelne Absätze, sodass Art. 5 III GG als speziellere Norm zu Art. 5 I GG zu lesen ist und damit die für den ersten Absatz geltenden Schranken aus Art. 5 II GG nicht für Art. 5 III GG gelten.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82140;82151
Art. 5 II GG;GG;gelten;Schranken;[2. Ansicht] Die Anwendung der Schranken aus Art. 5 II GG steht jedoch im Widerspruch zu der Systematik des Art. 5 GG. Dieser trennt die Gewährleistungsbereiche in einzelne Absätze, sodass Art. 5 III GG als speziellere Norm zu Art. 5 I GG zu lesen ist und damit die für den ersten Absatz geltenden Schranken aus Art. 5 II GG nicht für Art. 5 III GG gelten.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82225;82237
Art. 5 III GG;GG;gelten;Wortlaut;[2. Ansicht] Die Anwendung der Schranken aus Art. 5 II GG steht jedoch im Widerspruch zu der Systematik des Art. 5 GG. Dieser trennt die Gewährleistungsbereiche in einzelne Absätze, sodass Art. 5 III GG als speziellere Norm zu Art. 5 I GG zu lesen ist und damit die für den ersten Absatz geltenden Schranken aus Art. 5 II GG nicht für Art. 5 III GG gelten.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82248;82261
Art. 5 II GG;GG;gelten;Wortlaut;Auch der Wortlaut von Art. 5 II GG („Diese Rechte …“) spricht gegen eine Anwendung auf die Kunstfreiheit aus Art. 5 III GG. [Streitentscheid] Damit findet keine Übertragung der Schranken aus Art. 5 II GG statt.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82292;82304
Art. 5 III GG;GG;findet;Streitentscheid;Auch der Wortlaut von Art. 5 II GG („Diese Rechte …“) spricht gegen eine Anwendung auf die Kunstfreiheit aus Art. 5 III GG. [Streitentscheid] Damit findet keine Übertragung der Schranken aus Art. 5 II GG statt.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82379;82392
Art. 5 II GG;GG;statt;Schranken;Auch der Wortlaut von Art. 5 II GG („Diese Rechte …“) spricht gegen eine Anwendung auf die Kunstfreiheit aus Art. 5 III GG. [Streitentscheid] Damit findet keine Übertragung der Schranken aus Art. 5 II GG statt.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82461;82473
Art. 5 III GG;GG;ist;Schranken;Somit ist Art. 5 III GG nur durch verfassungsimmanente Schranken, also durch Grundrechte Dritter sowie sonstige Rechtsgüter von Verfassungsrang, einschränkbar.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;82491;82504
Art. 93 I Nr. 4a GG;GG;richtet;Verfassungsbeschwerde;"A. Zulässigkeit Die Zulässigkeit der Verfassungsbeschwerde richtet sich nach Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG. §§ 90 ff. BVerfGG I. Zuständiges Gericht und Eröffnung des Rechtswegs, Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG Das Bundesverfassungsgericht (BVerfG) ist zuständig gut; ggf. hier das Enumerationsprinzip anführen 56 Siehe für den Sachverhalt Schneeberger, Fall 1 Sachverhalt, im OpenRewi Fallbuch.";;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;83709;83728
§ 13 Nr. 8a BVerfGG;GG;richtet;Gericht;"A. Zulässigkeit Die Zulässigkeit der Verfassungsbeschwerde richtet sich nach Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG. §§ 90 ff. BVerfGG I. Zuständiges Gericht und Eröffnung des Rechtswegs, Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG Das Bundesverfassungsgericht (BVerfG) ist zuständig gut; ggf. hier das Enumerationsprinzip anführen 56 Siehe für den Sachverhalt Schneeberger, Fall 1 Sachverhalt, im OpenRewi Fallbuch.";;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;83730;83749
§ 90 ff. BVerfGG;BVerfGG;richtet;Gericht;"A. Zulässigkeit Die Zulässigkeit der Verfassungsbeschwerde richtet sich nach Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG. §§ 90 ff. BVerfGG I. Zuständiges Gericht und Eröffnung des Rechtswegs, Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG Das Bundesverfassungsgericht (BVerfG) ist zuständig gut; ggf. hier das Enumerationsprinzip anführen 56 Siehe für den Sachverhalt Schneeberger, Fall 1 Sachverhalt, im OpenRewi Fallbuch.";;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;83752;83768
Art. 93 I Nr. 4a GG;GG;ist;Rechtswegs;"A. Zulässigkeit Die Zulässigkeit der Verfassungsbeschwerde richtet sich nach Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG. §§ 90 ff. BVerfGG I. Zuständiges Gericht und Eröffnung des Rechtswegs, Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG Das Bundesverfassungsgericht (BVerfG) ist zuständig gut; ggf. hier das Enumerationsprinzip anführen 56 Siehe für den Sachverhalt Schneeberger, Fall 1 Sachverhalt, im OpenRewi Fallbuch.";;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;83822;83841
§ 13 Nr. 8a BVerfGG;GG;ist;Bundesverfassungsgericht;"A. Zulässigkeit Die Zulässigkeit der Verfassungsbeschwerde richtet sich nach Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG. §§ 90 ff. BVerfGG I. Zuständiges Gericht und Eröffnung des Rechtswegs, Art. 93 I Nr. 4a GG, § 13 Nr. 8a BVerfGG Das Bundesverfassungsgericht (BVerfG) ist zuständig gut; ggf. hier das Enumerationsprinzip anführen 56 Siehe für den Sachverhalt Schneeberger, Fall 1 Sachverhalt, im OpenRewi Fallbuch.";;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;83843;83862
§ 90 I BVerfGG;BVerfGG;müsste;Beschwerdefähigkeit;unübliche Formulierung 1/2 Punkte II. Beschwerdefähigkeit, § 90 I BVerfGG S müsste beschwerdefähig sein gem. § 90 I GG. Demnach ist jedermann beschwerdefähig und so auch S. ü, aber BVerfGG statt GG 1/2 Punkte III. Tauglicher Beschwerdegegenstand, § 90 I BVerfGG Tauglicher Beschwerdegegenstand ist gem. § 90 I BVerfGG jeder Akt der öffentlichen Gewalt. Gutachtenstil?;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;84349;84363
§ 90 I GG;GG;gem;S.;unübliche Formulierung 1/2 Punkte II. Beschwerdefähigkeit, § 90 I BVerfGG S müsste beschwerdefähig sein gem. § 90 I GG. Demnach ist jedermann beschwerdefähig und so auch S. ü, aber BVerfGG statt GG 1/2 Punkte III. Tauglicher Beschwerdegegenstand, § 90 I BVerfGG Tauglicher Beschwerdegegenstand ist gem. § 90 I BVerfGG jeder Akt der öffentlichen Gewalt. Gutachtenstil?;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;84399;84408
§ 90 I BVerfGG;BVerfGG;ist;Beschwerdegegenstand;unübliche Formulierung 1/2 Punkte II. Beschwerdefähigkeit, § 90 I BVerfGG S müsste beschwerdefähig sein gem. § 90 I GG. Demnach ist jedermann beschwerdefähig und so auch S. ü, aber BVerfGG statt GG 1/2 Punkte III. Tauglicher Beschwerdegegenstand, § 90 I BVerfGG Tauglicher Beschwerdegegenstand ist gem. § 90 I BVerfGG jeder Akt der öffentlichen Gewalt. Gutachtenstil?;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;84537;84551
§ 90 I BVerfGG;BVerfGG;ist;Akt;unübliche Formulierung 1/2 Punkte II. Beschwerdefähigkeit, § 90 I BVerfGG S müsste beschwerdefähig sein gem. § 90 I GG. Demnach ist jedermann beschwerdefähig und so auch S. ü, aber BVerfGG statt GG 1/2 Punkte III. Tauglicher Beschwerdegegenstand, § 90 I BVerfGG Tauglicher Beschwerdegegenstand ist gem. § 90 I BVerfGG jeder Akt der öffentlichen Gewalt. Gutachtenstil?;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;84593;84607
Art. 1 III GG;GG;s.;Anknüpfung;S wendet sich hier gegen das Urteil des letztinstanzlichen Gerichts. Hier wäre die normative Anknüpfung wünschenswert (s. Art. 1 III GG).;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;84853;84866
§ 90 I BVerfGG;BVerfGG;müsste;Beschwerdebefugnis;ü 1/2 Punkte IV. Beschwerdebefugnis, § 90 I BVerfGG S müsste auch beschwerdebefugt sein.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;85040;85054
§ 90 I BVerfGG;BVerfGG;bzw;Wortlaut;hier durch den Gutachtenstil stärkere Anknüpfung an den Wortlaut des § 90 I BVerfGG ü 1. Möglichkeitstheorie Das Urteil bzw. seine Wirkung besteht zumindest die Möglichkeit, dass S in ihrer Freiheit aus Art. 5 III S. 1 Fall 1 GG verletzt ist.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;85492;85506
§ 90 II BVerfGG;BVerfGG;nennen;Norm;"Norm (§ 90 II BVerfGG) nennen; „unterinstanzlich“ passt nicht; BVerfG nicht Teil des Instanzenzugs. Entweder streichen oder durch „ordentlichen“ ersetzen.";;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;86724;86739
§§ 23, 92 BVerfGG;BVerfGG;richtet;Normen;ü Die Form richtet sich dabei nach §§ 23, 92 BVerfGG Die Normen sollten genau (Absatz, Satz etc) zitiert werden.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;87515;87532
§ 93 I, III BVerfGG;BVerfGG;werden;Frist;und die Frist nach § 93 I, III BVerfGG, Welche Frist wird denn hier genau herangezogen?;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;87612;87631
§ 93 I 2 BVerfGG;BVerfGG;handelt;Ereignisfrist;§ 93 I 2 BVerfGG Somit handelt es sich iSd § 187 I BGB um eine Ereignisfrist, wobei die Zustellung das maßgebliche Ereignis ist.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;88243;88259
§ 187 I BGB;BGB;handelt;Ereignisfrist;§ 93 I 2 BVerfGG Somit handelt es sich iSd § 187 I BGB um eine Ereignisfrist, wobei die Zustellung das maßgebliche Ereignis ist.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;88286;88297
§ 193 BGB;BGB;vorliegt;Fristverschiebung;Im Ergebnis richtig, um dies aber nachvollziehen zu können, sollte das Fristende angegeben werden, da hier ja die Besonderheit der Fristverschiebung gemäß § 193 BGB vorliegt!;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;89229;89238
Art. 5 III GG;GG;ist;Schranke;In Art. 5 III GG selbst ist keine Schranke statuiert.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;94276;94289
Art. 5 II GG;GG;sind;Schranken;ü Die Schranken des Art. 5 II GG sind nur auf Art. 5 I GG anwendbar und das BVerfG lehnt es außerdem ab, auf Art. 5 III GG die Schranken des Art. 2 I GG zur Anwendung kommen zu lassen.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;94347;94359
Art. 5 I GG;GG;sind;BVerfG;ü Die Schranken des Art. 5 II GG sind nur auf Art. 5 I GG anwendbar und das BVerfG lehnt es außerdem ab, auf Art. 5 III GG die Schranken des Art. 2 I GG zur Anwendung kommen zu lassen.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;94373;94384
Art. 5 III GG;GG;ab;Schranken;ü Die Schranken des Art. 5 II GG sind nur auf Art. 5 I GG anwendbar und das BVerfG lehnt es außerdem ab, auf Art. 5 III GG die Schranken des Art. 2 I GG zur Anwendung kommen zu lassen.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;94436;94449
Art. 2 I GG;GG;kommen;Schranken;ü Die Schranken des Art. 5 II GG sind nur auf Art. 5 I GG anwendbar und das BVerfG lehnt es außerdem ab, auf Art. 5 III GG die Schranken des Art. 2 I GG zur Anwendung kommen zu lassen.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;94468;94479
Art. 2 I GG;GG;erwähnt;Ordnung;Rahel Schwarz/Charlotte Schneeberger Musterlösung Fall 1a 43 Im Grundgesetz wird die verfassungsgemäße Ordnung explizit in Art. 2 I GG erwähnt.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;95801;95812
Art. 20 I GG;GG;wird;Demokratie;Dass die Bundesrepublik eine Demokratie ist, wird in Art. 20 I GG statuiert und in Art. 20 II S. 1 GG findet sich der Gedanke des Rückhalts der Bevölkerung („Alle Staatsgewalt geht vom Volke aus“.);;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;95875;95887
Art. 20 II S. 1 GG;GG;statuiert;Gedanke;Dass die Bundesrepublik eine Demokratie ist, wird in Art. 20 I GG statuiert und in Art. 20 II S. 1 GG findet sich der Gedanke des Rückhalts der Bevölkerung („Alle Staatsgewalt geht vom Volke aus“.);;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;95905;95923
Art. 20 IV GG;GG;ermächtigt;Volke;Art. 20 IV GG ermächtigt schließlich zum Widerstand gegen jene, die die Ordnung zu beseitigen versuchen, wenn es keine andere Abhilfe möglich ist.;;;;;;;;;;;Lösung;Fall 1 - Kunstfreiheit;96020;96033
Sachverhalt;;;;"<p>M ist deutscher Staatsangehöriger und betreibt einen Kiosk gegenüber des Hauptgebäudes einer Universität. Er bietet neben Lebensmitteln, Zeitschriften und einfachen Haushaltsutensilien auch eine Vielzahl an gekühlten Getränken an. Dieses Angebot wird insbesondere in den Sommermonaten von Personen, die sich auf dem gegenüberliegenden öffentlichen Platz treffen, rege wahrgenommen. Überwiegend wird hierbei aufgrund der örtlichen Nähe jeweils nur ein Getränk gekauft, sodass an einem schönen Sommerabend üblicherweise mindestens 500 einzelne Flaschen über die Ladentheke gehen. Im Übrigen wird der Kiosk des M weitgehend von ihm ebenfalls unbekannter Laufkundschaft frequentiert. </p>
<p>Nach dem Jahreswechsel 2019/2020 wird M mit der sachlich auf ihn anwendbaren Regelung des § 146a II Abgabenordnung (AO) konfrontiert, die in der aktuellen Debatte als „Bonpflicht“ bezeichnet wird. Hierin sieht er, ebenso wie viele weitere kleinere Betriebe, einen unzulässigen staatlichen Übergriff in seine Erwerbstätigkeit. Als Begründung wird etwa vorgebracht, dass die Kundschaft sich – was zutrifft – überwiegend nicht für entsprechende Belege interessiere, sodass diese auf direktem Weg in den Müll wanderten. Dabei bliebe unklar, wie dies der durch das Gesetz verfolgten „verstärkten Transparenz im Kampf gegen Steuerbetrug“ dienen kann. Die neue Regelung widerspreche zudem dem staatlich gesetzten und in Art. 20a GG normierten Ziel des Umweltschutzes, da so unnötig Papier verbraucht werde. Dass in § 146a II 2 AO ein Befreiungsvorbehalt normiert sei, würde den Eingriff in die „Gewerbefreiheit“ nicht ausreichend abmildern. </p>
<p>Die Gesetzesbegründung für § 146a II AO führt hingegen aus, dass die verpflichtende Erstellung von Belegen nach der Einschätzung des Gesetzgebers ein adäquates Mittel sei, um durch einen Abgleich der ausgestellten Bons mit den in der Kasse enthaltenen Daten eine Manipulation der Kassensoftware festzustellen. Hierdurch könne Steuerbetrug effektiver bekämpft werden. Dies würden auch (tatsächlich belegbare) Erfahrungen in anderen Staaten bestätigen. Zudem sei die Ausstellung des Bons in Papierform nach der gesetzlichen Ausgestaltung nicht zwingend – mit dem Einverständnis der Kundin/des Kunden sei auch eine elektronische Übermittlung des Bons etwa per App oder E-Mail möglich. Letzteres sei auch bei der Prüfung der Auswirkungen der „Bonpflicht“ auf die Umwelt berücksichtigt worden, welche insgesamt durch den Gesetzgeber in Anbetracht des verfolgten Ziels als hinnehmbar bewertet wurden. </p>
<p>Auf § 146a II AO wird hingewiesen: </p>
<p>§ 146a Ordnungsvorschrift für die Buchführung und für Aufzeichnungen mittels elektronischer Aufzeichnungssysteme</p>
<p> (..) (2) Wer aufzeichnungspflichtige Geschäftsvorfälle im Sinne des Absatzes 1 Satz 1 erfasst, hat dem an diesem Geschäftsvorfall Beteiligten in unmittelbarem zeitlichem Zusammenhang mit dem Geschäftsvorfall unbeschadet anderer gesetzlicher Vorschriften einen Beleg über den Geschäftsvorfall auszustellen und dem an diesem Geschäftsvorfall Beteiligten zur Verfügung zu stellen (Belegausgabepflicht). Bei Verkauf von Waren an eine Vielzahl von nicht bekannten Personen können die Finanzbehörden nach § 148 aus Zumutbarkeitsgründen nach pflichtgemäßem Ermessen von einer Belegausgabepflicht nach Satz 1 befreien. Die Befreiung kann widerrufen werden. (…)</p>
<p>Die übrigen Bestimmungen der AO sind bei der Bearbeitung außer Acht zu lassen. </p>
";;;;;;;;;;;Sachverhalt;Fall 2 - Berufsfreiheit;100000;100009
Art. 12 I GG;GG;Behandelte;Rechtssatzverfassungsbeschwerde;"Rahel Schwarz/Charlotte Schneeberger 48 Fall 1a Musterlösung Fall 2 Notwendiges Vorwissen: Zulässigkeit der Verfassungsbeschwerde, Prüfung eines Freiheitsgrundrechts, Berufsfreiheit Behandelte Themen: Berufsfreiheit (Art. 12 I GG), Rechtssatzverfassungsbeschwerde, Drei-Stufen-Theorie, europäische Grundrechte, Prüfungsmaßstab des BVerfG Schwierigkeitsgrad: Hauptfall: Grundstudium; 2 Stunden Bearbeitungszeit; Abwandlung: Examen; zusätzlich 2 Stunden Bearbeitungszeit Sachverhalt M ist deutscher Staatsangehöriger und betreibt einen Kiosk gegenüber dem Hauptgebäude einer Universität.";;;;;;;;;;;Sachverhalt;Fall 2 - Berufsfreiheit;102300;102312
Art. 20a GG;GG;widerspreche;Ziel;Die neue Regelung widerspreche zudem dem staatlich gesetzten und in Art. 20a GG normierten Ziel des Umweltschutzes, da so unnötig Papier verbraucht werde.;;;;;;;;;;;Sachverhalt;Fall 2 - Berufsfreiheit;103952;103963
§ 146a II 2 AO;AO;werde;Befreiungsvorbehalt;Dass in § 146a II 2 AO ein Befreiungsvorbehalt normiert sei, würde den Eingriff in die „Gewerbefreiheit“ nicht ausreichend abmildern.;;;;;;;;;;;Sachverhalt;Fall 2 - Berufsfreiheit;104047;104061
