Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
Art. 2 II 1 GG;GG;zählen;Unversehrtheit; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;105827;105841
Art. 2 II 2, 104 GG;GG;zählen;Person; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;105869;105888
Art. 3 I GG;GG;zählen;Gleichheitssatz; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;105923;105934
Art. 3 II GG;GG;Siehe;Gleichberechtigungsauftrag; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;105969;105981
Art. 3 III GG;GG;Siehe;Religionsfreiheit; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106024;106037
Art. 4 GG;GG;Siehe;Meinungsfreiheit; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106063;106072
Art. 5 I 1 GG;GG;Siehe;Pressefreiheit; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106126;106139
Art. 5 I 2 GG;GG;Siehe;Pressefreiheit; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106162;106175
Art. 5 III 1 GG;GG;Siehe;Wissenschaftsfreiheit; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106216;106231
Art. 6 GG;GG;Siehe;Familie; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106498;106507
Art. 9 III 1 GG;GG;stehen;Koalitionsfreiheit; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106534;106549
Art. 10 GG;GG;stehen;Kommunikation; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106591;106601
Art. 13 GG;GG;stehen;Wohnung; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106639;106649
Art. 14 GG;GG;stehen;Eigentumsfreiheit; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106675;106685
Art. 19 IV 1 GG;GG;stehen;Rechtsweggarantie; Zu den Jedermannsgrundrechten zählen die Menschenwürde (Art. 1 I GG), die allgemeine Handlungsfreiheit (Art. 2 I GG), das allgemeine Persönlichkeitsrecht (Art. 2 I in Verbindung mit 1 I GG), das Recht auf Leben und körperliche Unversehrtheit (Art. 2 II 1 GG), die Freiheit der Person (Art. 2 II 2, 104 GG), der allgemeine Gleichheitssatz (Art. 3 I GG), der Gleichberechtigungsauftrag (Art. 3 II GG), die besonderen Diskriminierungsverbote (Art. 3 III GG), die Religionsfreiheit (Art. 4 GG), die Meinungsfreiheit und die Informationsfreiheit (Art. 5 I 1 GG), die Pressefreiheit (Art. 5 I 2 GG), die Kunst- und Wissenschaftsfreiheit (Art. 5 III 1 GG), der Schutz von Ehe und Familie (Art. 6 GG), die Koalitionsfreiheit (Art. 9 III 1 GG), die Vertraulichkeit der Kommunikation (Art. 10 GG), die Unverletzlichkeit der Wohnung (Art. 13 GG), die Eigentumsfreiheit (Art. 14 GG) und die Rechtsweggarantie (Art. 19 IV 1 GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106714;106729
Art. 101 GG;GG;stehen;Richter;Allen Menschen in Deutschland stehen ebenfalls die grundrechtsgleichen Verfahrensrechte vor Gericht zu (Recht auf die gesetzliche Richter:in – Art. 101 GG, rechtliches Gehör – Art. 103 I GG, keine Strafe ohne Gesetz – Art. 103 II GG, Verbot der Doppelbestrafung – Art. 103 III).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106875;106886
Art. 103 I GG;GG;stehen;Gehör;Allen Menschen in Deutschland stehen ebenfalls die grundrechtsgleichen Verfahrensrechte vor Gericht zu (Recht auf die gesetzliche Richter:in – Art. 101 GG, rechtliches Gehör – Art. 103 I GG, keine Strafe ohne Gesetz – Art. 103 II GG, Verbot der Doppelbestrafung – Art. 103 III).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106908;106921
Art. 103 II GG;GG;können;Gesetz;Allen Menschen in Deutschland stehen ebenfalls die grundrechtsgleichen Verfahrensrechte vor Gericht zu (Recht auf die gesetzliche Richter:in – Art. 101 GG, rechtliches Gehör – Art. 103 I GG, keine Strafe ohne Gesetz – Art. 103 II GG, Verbot der Doppelbestrafung – Art. 103 III).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;106950;106964
Art. 116 GG;GG;können;Sinne;Nur Deutsche im Sinne des Art. 116 GG können sich dagegen auf die Versammlungsfreiheit (Art. 8 I GG), die Vereinigungsfreiheit (Art. 9 I GG), das Recht auf Freizügigkeit (Art. 11 I GG) und die Berufsfreiheit (Art. 12 GG) berufen.;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;107062;107073
Art. 8 I GG;GG;können;Vereinigungsfreiheit;Nur Deutsche im Sinne des Art. 116 GG können sich dagegen auf die Versammlungsfreiheit (Art. 8 I GG), die Vereinigungsfreiheit (Art. 9 I GG), das Recht auf Freizügigkeit (Art. 11 I GG) und die Berufsfreiheit (Art. 12 GG) berufen.;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;107124;107135
Art. 9 I GG;GG;können;Recht;Nur Deutsche im Sinne des Art. 116 GG können sich dagegen auf die Versammlungsfreiheit (Art. 8 I GG), die Vereinigungsfreiheit (Art. 9 I GG), das Recht auf Freizügigkeit (Art. 11 I GG) und die Berufsfreiheit (Art. 12 GG) berufen.;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;107164;107175
Art. 11 I GG;GG;berufen;Freizügigkeit;Nur Deutsche im Sinne des Art. 116 GG können sich dagegen auf die Versammlungsfreiheit (Art. 8 I GG), die Vereinigungsfreiheit (Art. 9 I GG), das Recht auf Freizügigkeit (Art. 11 I GG) und die Berufsfreiheit (Art. 12 GG) berufen.;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;107207;107219
Art. 12 GG;GG;berufen;Berufsfreiheit;Nur Deutsche im Sinne des Art. 116 GG können sich dagegen auf die Versammlungsfreiheit (Art. 8 I GG), die Vereinigungsfreiheit (Art. 9 I GG), das Recht auf Freizügigkeit (Art. 11 I GG) und die Berufsfreiheit (Art. 12 GG) berufen.;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;107245;107255
Art. 38 I GG;GG;fallen;Wahlrecht;Deutschengrundrechte sind auch die grundrechtsgleichen Rechte, die als Mitwirkungsrechte eine spezielle staatsbürgerliche Komponente haben. Darunter fallen das Wahlrecht (Art. 38 I GG), die staatsbürgerlichen Gleichheitsrechte (Art. 33 GG) und das Widerstandsrecht (Art. 20 IV GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;107438;107450
Art. 33 GG;GG;können;Gleichheitsrechte;Deutschengrundrechte sind auch die grundrechtsgleichen Rechte, die als Mitwirkungsrechte eine spezielle staatsbürgerliche Komponente haben. Darunter fallen das Wahlrecht (Art. 38 I GG), die staatsbürgerlichen Gleichheitsrechte (Art. 33 GG) und das Widerstandsrecht (Art. 20 IV GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;107495;107505
Art. 20 IV GG;GG;können;Ausländer;Deutschengrundrechte sind auch die grundrechtsgleichen Rechte, die als Mitwirkungsrechte eine spezielle staatsbürgerliche Komponente haben. Darunter fallen das Wahlrecht (Art. 38 I GG), die staatsbürgerlichen Gleichheitsrechte (Art. 33 GG) und das Widerstandsrecht (Art. 20 IV GG).;;;;;;;;;;;§ 2 Grundrechtsberechtigung Allgemein;Abschnitt 1 Allgemeine Grundrechtslehren;107533;107546
